Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2013-01-19,Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 140
2013-01-20,Non-Fatal,Substantial,Cessna,172F,1.0,Reciprocating,Positioning,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 172F
2013-01-20,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 170B
2013-01-23,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2013-01-23,Non-Fatal,Substantial,Cirrus,SR20,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cirrus SR20
2013-01-24,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172S
2013-01-24,Fatal,Destroyed,Raytheon Aircraft Company,A36,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,4.0,4.0,1.0,True,Raytheon Aircraft Company A36
2013-01-27,Non-Fatal,Substantial,Piper,PA-32-260,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32-260
2013-01-27,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Mooney M20J
2013-01-27,Non-Fatal,Substantial,Piper,PA-32-301,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32-301
2013-02-02,Non-Fatal,Substantial,Cessna,175B,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,0.0,5.0,0.0,False,Cessna 175B
2013-02-02,Non-Fatal,Substantial,Cessna,305A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 305A
2013-02-02,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172
2013-02-02,Non-Fatal,Substantial,Champion,7GCAA,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Champion 7GCAA
2013-02-03,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Other Work Use,0.0,2.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Cessna T210L
2013-02-03,Non-Fatal,Minor,Boeing,737,2.0,,,0.0,0.0,0.0,193.0,,0.0,193.0,0.0,False,Boeing 737
2013-02-05,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Business,0.0,2.0,1.0,0.0,IMC,2.0,3.0,0.6666666666666666,False,Cessna 172N
2013-02-06,Fatal,Destroyed,Beech,E90,2.0,Turbo Prop,Instructional,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Beech E90
2013-02-07,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Beech 58
2013-02-07,Non-Fatal,Minor,Bombardier,CL-600-2B19,2.0,Turbo Fan,,0.0,1.0,0.0,39.0,Unk,1.0,40.0,0.025,False,Bombardier CL-600-2B19
2013-02-08,Non-Fatal,Substantial,Cessna,177RG,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,0.0,3.0,0.0,False,Cessna 177RG
2013-02-08,Fatal,Substantial,Cessna,172,1.0,,Unknown,4.0,0.0,0.0,0.0,,4.0,4.0,1.0,False,Cessna 172
2013-02-09,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28-140
2013-02-09,Fatal,Destroyed,Cessna,P210N,1.0,Turbo Prop,Personal,5.0,0.0,0.0,0.0,,5.0,5.0,1.0,True,Cessna P210N
2013-02-12,Fatal,Substantial,Cessna,172S,1.0,Reciprocating,,1.0,0.0,1.0,0.0,,1.0,2.0,0.5,False,Cessna 172S
2013-02-13,Non-Fatal,Substantial,Beech,B19,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech B19
2013-02-14,Fatal,Substantial,Cessna,310H,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 310H
2013-02-16,Non-Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Piper PA-31-350
2013-02-16,Non-Fatal,Substantial,Bellanca,17-30A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Bellanca 17-30A
2013-02-17,Non-Fatal,Destroyed,Cessna,172,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna 172
2013-02-17,Non-Fatal,Substantial,Cessna,195,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 195
2013-02-17,Non-Fatal,Substantial,Cessna,T310R,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna T310R
2013-02-17,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 177
2013-02-18,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Cessna 170B
2013-02-18,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,1.0,3.0,0.3333333333333333,False,Cessna 172N
2013-02-18,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 172P
2013-02-19,Non-Fatal,,Boeing,747-422,4.0,Turbo Fan,,0.0,0.0,1.0,220.0,VMC,0.0,221.0,0.0,False,Boeing 747-422
2013-02-19,Non-Fatal,,Embraer,EMB-145LR,2.0,Turbo Fan,,0.0,0.0,1.0,53.0,VMC,0.0,54.0,0.0,False,Embraer EMB-145LR
2013-02-20,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 180
2013-02-21,Fatal,Destroyed,Beech,390,2.0,Turbo Fan,Executive/Corporate,5.0,0.0,2.0,0.0,VMC,5.0,7.0,0.7142857142857143,True,Beech 390
2013-02-24,Non-Fatal,Substantial,Cessna,T337G,2.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,4.0,4.0,1.0,False,Cessna T337G
2013-02-24,Non-Fatal,Substantial,Cessna,172A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172A
2013-02-24,Non-Fatal,,Embraer,ERJ 190-100 IGW,2.0,Turbo Fan,Positioning,0.0,0.0,1.0,3.0,VMC,0.0,4.0,0.0,False,Embraer ERJ 190-100 IGW
2013-02-24,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Unknown,0.0,4.0,0.0,0.0,,4.0,4.0,1.0,False,Piper PA-28-140
2013-02-25,Non-Fatal,Minor,Boeing,747,4.0,Turbo Fan,,0.0,0.0,0.0,3.0,Unk,0.0,3.0,0.0,False,Boeing 747
2013-03-01,Non-Fatal,Substantial,Aero Commander,500B,2.0,Reciprocating,Flight Test,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Aero Commander 500B
2013-03-02,Non-Fatal,Substantial,Piper,PA22,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA22
2013-03-03,Fatal,Substantial,Mooney,M20E,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,4.0,4.0,1.0,False,Mooney M20E
2013-03-04,Fatal,Substantial,Cessna,182B,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 182B
2013-03-05,Non-Fatal,Substantial,Cessna,185B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 185B
2013-03-05,Non-Fatal,Minor,Bombardier,DHC-8-402,2.0,Turbo Prop,,0.0,0.0,0.0,51.0,VMC,0.0,51.0,0.0,False,Bombardier DHC-8-402
2013-03-06,Fatal,Destroyed,Beech,B200,2.0,Turbo Prop,,9.0,0.0,0.0,0.0,,9.0,9.0,1.0,True,Beech B200
2013-03-06,Non-Fatal,Substantial,Cessna,207,1.0,Reciprocating,,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 207
2013-03-07,Non-Fatal,Substantial,Piper,PA 46-350P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA 46-350P
2013-03-08,Fatal,Destroyed,Beech,1900C,2.0,Turbo Prop,,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,True,Beech 1900C
2013-03-08,Non-Fatal,Substantial,Boeing,757-232,2.0,Turbo Fan,,0.0,0.0,0.0,148.0,VMC,0.0,148.0,0.0,False,Boeing 757-232
2013-03-08,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna A185F
2013-03-09,Fatal,Substantial,Maule,M5,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Maule M5
2013-03-11,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2013-03-11,Non-Fatal,Substantial,Cirrus,SR20,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,1.0,3.0,0.3333333333333333,False,Cirrus SR20
2013-03-11,Non-Fatal,Substantial,Piper,PA 46-350P,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,0.0,4.0,0.0,False,Piper PA 46-350P
2013-03-12,Non-Fatal,Substantial,Mooney,M20E,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,1.0,2.0,0.5,False,Mooney M20E
2013-03-13,Non-Fatal,Substantial,Luscombe,8A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Luscombe 8A
2013-03-13,Non-Fatal,Substantial,Piper,J3C-65,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper J3C-65
2013-03-15,Fatal,Destroyed,Piper,PA-31T,2.0,Turbo Prop,Flight Test,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Piper PA-31T
2013-03-16,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Mooney M20J
2013-03-16,Non-Fatal,Substantial,Piper,PA23-250,2.0,Reciprocating,Business,0.0,0.0,0.0,6.0,VMC,0.0,6.0,0.0,False,Piper PA23-250
2013-03-17,Non-Fatal,Substantial,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172L
2013-03-18,Non-Fatal,Substantial,Piper,PA-23-250,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-23-250
2013-03-19,Non-Fatal,Substantial,Boeing,B75N1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Boeing B75N1
2013-03-23,Non-Fatal,Substantial,Piper,PA-30,2.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Piper PA-30
2013-03-23,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2013-03-23,Non-Fatal,Substantial,Aeronca,65C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Aeronca 65C
2013-03-25,Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,False,Cessna T210N
2013-03-26,Non-Fatal,Substantial,De Havilland,DHC-2 MK. I(L20A),1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,De Havilland DHC-2 MK. I(L20A)
2013-03-27,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech A36
2013-03-27,Non-Fatal,Substantial,Bellanca,17-30A,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Bellanca 17-30A
2013-03-27,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,,0.0,0.0,0.0,3.0,,0.0,3.0,0.0,False,Cirrus SR22
2013-03-28,Fatal,Substantial,Mooney,M20A,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,VMC,1.0,3.0,0.3333333333333333,False,Mooney M20A
2013-03-29,Non-Fatal,Substantial,Cirrus,SR22T,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,VMC,2.0,4.0,0.5,False,Cirrus SR22T
2013-03-29,Fatal,Destroyed,Beech,G58,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Beech G58
2013-03-30,Non-Fatal,Substantial,Cessna,310Q,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 310Q
2013-03-30,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Cessna 172N
2013-04-01,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2013-04-01,Fatal,Destroyed,Mooney,M20E,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,True,Mooney M20E
2013-04-03,Non-Fatal,Substantial,Aeronca,7CCM,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Aeronca 7CCM
2013-04-04,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 152
2013-04-04,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172
2013-04-05,Non-Fatal,Substantial,Cessna,414,2.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 414
2013-04-05,Non-Fatal,Substantial,Airbus,321,2.0,Turbo Fan,,0.0,0.0,0.0,192.0,VMC,0.0,192.0,0.0,False,Airbus 321
2013-04-06,Non-Fatal,Substantial,Beech,A36TC,1.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,3.0,4.0,0.75,False,Beech A36TC
2013-04-06,Non-Fatal,Substantial,Socata,TBM 700,1.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Socata TBM 700
2013-04-07,Fatal,Destroyed,Mooney,M20J,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Mooney M20J
2013-04-07,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172M
2013-04-07,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-181
2013-04-08,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 172
2013-04-12,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech 95-C55
2013-04-13,Fatal,Destroyed,Piper,PA-23-250,2.0,Reciprocating,Aerial Observation,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Piper PA-23-250
2013-04-13,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Cessna 172N
2013-04-15,Non-Fatal,Substantial,Beech,N35,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Beech N35
2013-04-15,Fatal,Destroyed,Cessna,182D,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna 182D
2013-04-15,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Beech A36
2013-04-16,Non-Fatal,Substantial,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna A185F
2013-04-18,Non-Fatal,Substantial,Cessna,P210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna P210N
2013-04-19,Fatal,Substantial,Cessna,210E,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 210E
2013-04-20,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172N
2013-04-22,Non-Fatal,Minor,Boeing,747-400,4.0,Turbo Fan,,0.0,0.0,0.0,146.0,,0.0,146.0,0.0,False,Boeing 747-400
2013-04-23,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 152
2013-04-24,Non-Fatal,Substantial,Cirrus,SR22T,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cirrus SR22T
2013-04-24,Non-Fatal,Substantial,Cessna,U206G,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna U206G
2013-04-26,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,3.0,0.0,VMC,0.0,3.0,0.0,False,Cessna 172P
2013-04-26,Non-Fatal,Substantial,Raytheon Aircraft Company,G36,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Raytheon Aircraft Company G36
2013-04-26,Non-Fatal,Substantial,Cessna,140A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 140A
2013-04-26,Fatal,Substantial,Cessna,210L,1.0,,,2.0,4.0,2.0,0.0,VMC,6.0,8.0,0.75,False,Cessna 210L
2013-04-27,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,0.0,3.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Cessna 172N
2013-04-27,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,2.0,0.0,1.0,VMC,2.0,3.0,0.6666666666666666,False,Piper PA-28-180
2013-04-28,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 172N
2013-04-28,Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-28R-180
2013-04-28,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 180
2013-04-28,Non-Fatal,Substantial,Cessna,195B,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 195B
2013-04-28,Non-Fatal,Substantial,Bellanca,8GCBC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Bellanca 8GCBC
2013-04-29,Non-Fatal,Substantial,Piper,PA46-500TP,1.0,Turbo Prop,Personal,0.0,0.0,0.0,6.0,VMC,0.0,6.0,0.0,False,Piper PA46-500TP
2013-04-29,Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,2.0,2.0,1.0,0.0,VMC,4.0,5.0,0.8,False,Cessna 172RG
2013-04-29,Fatal,Destroyed,Boeing,747-400 BCF,4.0,Turbo Jet,,7.0,0.0,0.0,0.0,VMC,7.0,7.0,1.0,True,Boeing 747-400 BCF
2013-05-01,Non-Fatal,Minor,Airbus,A330,2.0,Turbo Fan,,0.0,0.0,0.0,290.0,VMC,0.0,290.0,0.0,False,Airbus A330
2013-05-01,Non-Fatal,Substantial,Cessna,421A,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 421A
2013-05-02,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2013-05-04,Non-Fatal,Substantial,Cessna,182G,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 182G
2013-05-04,Non-Fatal,Substantial,Cessna,207A,1.0,Reciprocating,,0.0,4.0,0.0,0.0,VMC,4.0,4.0,1.0,False,Cessna 207A
2013-05-04,Non-Fatal,Minor,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech 58
2013-05-05,Non-Fatal,Substantial,Piper,PA-11,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-11
2013-05-05,Fatal,Destroyed,Learjet,60,2.0,Turbo Fan,Unknown,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Learjet 60
2013-05-06,Non-Fatal,Substantial,Maule,M-5-210C,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Maule M-5-210C
2013-05-06,Non-Fatal,Minor,Bombardier,CL-600,2.0,Turbo Fan,,0.0,0.0,0.0,55.0,,0.0,55.0,0.0,False,Bombardier CL-600
2013-05-07,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2013-05-08,Non-Fatal,Substantial,Cessna,310R,2.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 310R
2013-05-09,Fatal,Destroyed,Cessna,182T,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,True,Cessna 182T
2013-05-09,Non-Fatal,Substantial,Piper,J3C-65,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper J3C-65
2013-05-09,Non-Fatal,Substantial,Cessna,182G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 182G
2013-05-09,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 172M
2013-05-09,Non-Fatal,,Airbus,320,2.0,Turbo Fan,,0.0,0.0,1.0,119.0,VMC,0.0,120.0,0.0,False,Airbus 320
2013-05-10,Non-Fatal,Minor,Boeing,737-7H4,2.0,Turbo Fan,,0.0,0.0,0.0,59.0,VMC,0.0,59.0,0.0,False,Boeing 737-7H4
2013-05-11,Non-Fatal,Substantial,Piper,PA-44-180T,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-44-180T
2013-05-11,Fatal,,Cirrus,SR22,1.0,Reciprocating,Unknown,1.0,2.0,0.0,0.0,,3.0,3.0,1.0,False,Cirrus SR22
2013-05-12,Non-Fatal,Substantial,Piper,PA-22-160,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-160
2013-05-13,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2013-05-14,Non-Fatal,Substantial,Cessna,U206G,1.0,Reciprocating,,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna U206G
2013-05-15,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Cessna 182P
2013-05-16,Non-Fatal,Substantial,Cessna,195A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 195A
2013-05-17,Non-Fatal,Substantial,Stinson,108-1,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Stinson 108-1
2013-05-17,Non-Fatal,Substantial,Cessna,182D,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,5.0,VMC,0.0,5.0,0.0,False,Cessna 182D
2013-05-18,Non-Fatal,Substantial,Bombardier,DHC8,2.0,Turbo Prop,,0.0,0.0,0.0,34.0,VMC,0.0,34.0,0.0,False,Bombardier DHC8
2013-05-18,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Personal,0.0,3.0,0.0,0.0,VMC,3.0,3.0,1.0,False,Piper PA-28-161
2013-05-18,Non-Fatal,,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2013-05-18,Non-Fatal,Substantial,Cessna,210-5A,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,0.0,5.0,0.0,False,Cessna 210-5A
2013-05-19,Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 170B
2013-05-19,Non-Fatal,Substantial,Piper,PA-32R-301T,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Piper PA-32R-301T
2013-05-19,Non-Fatal,Substantial,Piper,PA-16,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,1.0,2.0,0.5,False,Piper PA-16
2013-05-19,Non-Fatal,Minor,Boeing,747,4.0,Turbo Fan,,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Boeing 747
2013-05-21,Non-Fatal,Minor,Rockwell,114,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Rockwell 114
2013-05-22,Non-Fatal,Substantial,Diamond,DA 20-C1,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Diamond DA 20-C1
